,id,sentiment_score
0,100_1,0.5789473684210527
1,100_10,-0.08333333333333333
2,100_11,0.42857142857142855
3,100_12,0.15
4,100_13,0.4
5,100_14,0.5609756097560976
6,100_15,0.42592592592592593
7,100_16,0.2222222222222222
8,100_17,0.2727272727272727
9,100_18,0.3333333333333333
10,100_19,0.25
11,100_2,0.1875
12,100_20,0.6052631578947368
13,100_21,0.3333333333333333
14,100_22,0.47058823529411764
15,100_23,0.23684210526315788
16,100_24,-0.11940298507462686
17,100_25,0.40476190476190477
18,100_26,0.3924050632911392
19,100_27,0.16666666666666666
20,100_28,0.5681818181818182
21,100_29,0.25
22,100_3,0.058823529411764705
23,100_30,0.14285714285714285
24,100_31,0.11494252873563218
25,100_32,0.23809523809523808
26,100_33,-0.05
27,100_34,0.075
28,100_35,0.15
29,100_36,0.43243243243243246
30,100_37,0.6111111111111112
31,100_38,0.36363636363636365
32,100_39,0.34782608695652173
33,100_4,0.32432432432432434
34,100_40,0.0
35,100_41,0.1724137931034483
36,100_42,0.15789473684210525
37,100_43,0.8
38,100_44,0.4918032786885246
39,100_45,0.24615384615384617
40,100_46,0.5609756097560976
41,100_47,0.4166666666666667
42,100_48,0.4852941176470588
43,100_49,0.6
44,100_5,0.2857142857142857
45,100_50,0.03571428571428571
46,100_6,0.2
47,100_7,0.5833333333333334
48,100_8,-0.09090909090909091
49,100_9,0.10869565217391304
50,101_1,0.14285714285714285
51,101_10,0.35185185185185186
52,101_11,0.475
53,101_12,0.41025641025641024
54,101_13,0.2727272727272727
55,101_14,0.18518518518518517
56,101_15,0.0
57,101_16,0.21428571428571427
58,101_17,0.41818181818181815
59,101_18,0.3684210526315789
60,101_19,0.20689655172413793
61,101_2,0.3448275862068966
62,101_20,0.5
63,101_21,0.21428571428571427
64,101_22,0.36585365853658536
65,101_23,0.14285714285714285
66,101_24,0.46153846153846156
67,101_25,0.75
68,101_26,0.3125
69,101_27,0.4411764705882353
70,101_28,0.058823529411764705
71,101_29,0.2878787878787879
72,101_3,0.7058823529411765
73,101_30,0.4367816091954023
74,101_31,0.19444444444444445
75,101_32,-0.14285714285714285
76,101_33,0.24444444444444444
77,101_34,0.03389830508474576
78,101_35,0.6470588235294118
79,101_36,0.4
80,101_37,0.3076923076923077
81,101_38,0.38461538461538464
82,101_39,0.17721518987341772
83,101_4,0.3157894736842105
84,101_40,0.20588235294117646
85,101_41,0.6333333333333333
86,101_42,0.3148148148148148
87,101_43,0.5256410256410257
88,101_44,0.2608695652173913
89,101_45,0.2727272727272727
90,101_46,-0.016129032258064516
91,101_47,0.15384615384615385
92,101_48,0.2
93,101_49,0.15384615384615385
94,101_5,0.16
95,101_50,0.4146341463414634
96,101_6,0.45454545454545453
97,101_7,0.044444444444444446
98,101_8,0.125
99,101_9,0.21951219512195122
100,102_1,0.6153846153846154
101,102_10,0.26262626262626265
102,102_11,0.1836734693877551
103,102_12,0.25
104,102_13,0.0
105,102_14,0.15384615384615385
106,102_15,0.3076923076923077
107,102_16,0.45454545454545453
108,102_17,0.6136363636363636
109,102_18,0.28205128205128205
110,102_19,0.4915254237288136
111,102_2,0.5
112,102_20,0.5930232558139535
113,102_21,0.5121951219512195
114,102_22,0.15151515151515152
115,102_23,0.42857142857142855
116,102_24,0.5833333333333334
117,102_25,0.1388888888888889
118,102_26,0.5344827586206896
119,102_27,0.368
120,102_28,0.6
121,102_29,0.43243243243243246
122,102_3,0.5185185185185185
123,102_30,0.21666666666666667
124,102_31,0.19230769230769232
125,102_32,0.56
126,102_33,0.22058823529411764
127,102_36,0.0
128,102_37,0.21875
129,102_38,0.2558139534883721
130,102_39,0.5714285714285714
131,102_4,0.0
132,102_40,0.358974358974359
133,102_41,0.2545454545454545
134,102_42,0.35555555555555557
135,102_43,0.26666666666666666
136,102_44,0.38823529411764707
137,102_45,0.21875
138,102_46,0.4074074074074074
139,102_47,0.36
140,102_48,0.7777777777777778
141,102_49,0.21428571428571427
142,102_5,0.4666666666666667
143,102_50,0.22727272727272727
144,102_6,0.12121212121212122
145,102_7,0.5142857142857142
146,102_8,0.36363636363636365
147,102_9,-0.25
148,103_1,0.6875
149,103_10,0.1935483870967742
150,103_11,0.32432432432432434
151,103_12,0.4074074074074074
152,103_13,0.4090909090909091
153,103_14,0.5
154,103_15,-0.04
155,103_16,0.359375
156,103_17,0.21739130434782608
157,103_18,0.22580645161290322
158,103_19,0.41379310344827586
159,103_2,0.34375
160,103_20,0.38461538461538464
161,103_21,0.47761194029850745
162,103_22,0.24285714285714285
163,103_23,0.13793103448275862
164,103_25,0.4523809523809524
165,103_26,0.18421052631578946
166,103_27,0.13793103448275862
167,103_28,0.3888888888888889
168,103_29,0.6190476190476191
169,103_3,0.3548387096774194
170,103_30,0.08333333333333333
171,103_31,0.1
172,103_32,0.16216216216216217
173,103_33,0.5483870967741935
174,103_34,0.2903225806451613
175,103_35,0.5151515151515151
176,103_36,0.42424242424242425
177,103_37,0.5084745762711864
178,103_38,0.42105263157894735
179,103_39,0.32
180,103_4,0.7222222222222222
181,103_40,0.09523809523809523
